ano_eleicao,nr_turno,nr_turno_str,codigo_uf,sg_uf,nm_uf,regiao,cand_partido_1,cand_partido_2,candidato_1,candidato_2,partido_1,partido_2,situacao_1,situacao_2,votos_1,votos_2,votos_total,perc_1,perc_2,diferenca_pp,diferenca_absoluta,qtd_elei_2022,perc_elei_2022,perc_elei_2022_opacity,qtd_elei_2022_str,perc_elei_2022_str
2018,2,2º turno,17,TO,Tocantins,Região Norte,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,Não eleito,Eleito,371.593 votos,356.684 votos,728.277 votos,"51,02","48,98","+2,04 p.p.", +14.909 votos,1.094.003,"0,70%",0.70,A UF tem 1.094.003 eleitores em 2022,"Isso equivale a 0,70% dos eleitores do Brasil"
2010,2,2º turno,-,VT,-,Voto em trânsito,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,28.018 votos,25.017 votos,53.035 votos,"52,83","47,17","+5,66 p.p.", +3.001 votos,-,-,-,-,-
2010,1,1º turno,-,VT,-,Voto em trânsito,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,25.331 votos,20.173 votos,64.698 votos,"39,15","31,18","+7,97 p.p.", +5.158 votos,-,-,-,-,-
2006,1,1º turno,-,ZZ,-,Exterior,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,2º turno,2º turno,15.551 votos,17.513 votos,39.077 votos,"39,8","44,82","-5,02 p.p.",-1.962 votos,697.078,"0,45%",0.45,O Exterior tem 697.078 eleitores em 2022,"Isso equivale a 0,45% dos eleitores do Brasil"
2006,2,2º turno,-,ZZ,-,Exterior,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,Eleito,Não eleito,17.948 votos,20.912 votos,38.860 votos,"46,19","53,81","-7,62 p.p.",-2.964 votos,697.078,"0,45%",0.45,O Exterior tem 697.078 eleitores em 2022,"Isso equivale a 0,45% dos eleitores do Brasil"
2010,2,2º turno,-,ZZ,-,Exterior,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,33.112 votos,47.913 votos,81.025 votos,"40,87","59,13","-18,26 p.p.",-14.801 votos,697.078,"0,45%",0.45,O Exterior tem 697.078 eleitores em 2022,"Isso equivale a 0,45% dos eleitores do Brasil"
2010,1,1º turno,-,ZZ,-,Exterior,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,31.036 votos,33.933 votos,84.303 votos,"36,81","40,25","-3,44 p.p.",-2.897 votos,697.078,"0,45%",0.45,O Exterior tem 697.078 eleitores em 2022,"Isso equivale a 0,45% dos eleitores do Brasil"
2014,1,1º turno,-,ZZ,-,Exterior,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,2º turno,2º turno,24.353 votos,65.713 votos,132.739 votos,"18,35","49,51","-31,16 p.p.",-41.360 votos,697.078,"0,45%",0.45,O Exterior tem 697.078 eleitores em 2022,"Isso equivale a 0,45% dos eleitores do Brasil"
2014,2,2º turno,-,ZZ,-,Exterior,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,Eleito,Não eleito,31.059 votos,104.121 votos,135.180 votos,"22,98","77,02","-54,04 p.p.",-73.062 votos,697.078,"0,45%",0.45,O Exterior tem 697.078 eleitores em 2022,"Isso equivale a 0,45% dos eleitores do Brasil"
2018,2,2º turno,-,ZZ,-,Exterior,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,Não eleito,Eleito,53.730 votos,131.671 votos,185.401 votos,"28,98","71,02","-42,04 p.p.",-77.941 votos,697.078,"0,45%",0.45,O Exterior tem 697.078 eleitores em 2022,"Isso equivale a 0,45% dos eleitores do Brasil"
2018,1,1º turno,-,ZZ,-,Exterior,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,2º turno,2º turno,19.540 votos,113.690 votos,193.381 votos,"10,1","58,79","-48,69 p.p.",-94.150 votos,697.078,"0,45%",0.45,O Exterior tem 697.078 eleitores em 2022,"Isso equivale a 0,45% dos eleitores do Brasil"
